episode,character,line
Soos and the Real Girl,Narration,".GIFfany's eyes sparkle even more and stars, planets, hearts and cat faces appear in them."
Soos and the Real Girl,Soos,Yes!
Soos and the Real Girl,Mabel,"Uh, Soos?"
Soos and the Real Girl,Soos,"O-oh hey, dudes! Come in! This game is amazing. I'm makin' eye contact, going on dates, and I haven't seen any natural sunlight for thirteen hours!"
Soos and the Real Girl,Narration,Dipper kicks away one of the soda cans on the floor.
Soos and the Real Girl,Mabel,"Soos, maybe it's time to apply these skills with real girls!"
Soos and the Real Girl,Soos,But I'm about to meet her parents! Her dad is an octopus-man.
Soos and the Real Girl,Narration,Mabel opens the blinds to let sunlight in.
Soos and the Real Girl,Soos,Ah!(Hisses and cowers under desk)
Soos and the Real Girl,Dipper,"(Pulling Soos)We're going back to the mall, man. You need to unplug!"
Soos and the Real Girl,Soos,"I'll see you later, .GIFfany. I'll be back, I swear!"
Soos and the Real Girl,Mabel,"(Laughs)Soos, you don't have to wish it goodbye. It's just a game. It's not like it's going anywhere.(Closes door)"
Soos and the Real Girl,.GIFfany,Yes. It's not like I'm going anywhere.
Soos and the Real Girl,Narration,"An arc of electricity moves from the computer and passes through a nearby toy, a digital clock and a power outlet before traveling through the power cables outside."
Soos and the Real Girl,Abuelita,(Opens door)Hello? ...Time to read Soos's diary.(Begins reading diary)
Soos and the Real Girl,Narration,"Cut to Gravity Malls, where Mabel is searching for women that Soos can date."
Soos and the Real Girl,Mabel,"Dang! Where all dem sweet honeys at? I'll check the ladies' bathroom.(Runs off-screen into bathroom)It's love time, girls! Get out there! No time to wash your hands!"
Soos and the Real Girl,Narration,Women scream and run out of the bathroom.
Soos and the Real Girl,Woman,Let's get out of here!
Soos and the Real Girl,Mabel,It's time to date! Date! Date!
Soos and the Real Girl,Dipper,And...here comes security.(To Soos:)I'll deal with this. Stay here and practice on some real girls.
Soos and the Real Girl,Narration,Soos hides behind a potted plant and looks for girls.
Soos and the Real Girl,Soos,These girls have so many dimensions! And no explanation-ing menus!
Soos and the Real Girl,Narration,"Bumps into a blond lady, knocking her purse to the ground."
Soos and the Real Girl,Lady,Ahh! My purse!
Soos and the Real Girl,Soos,Oh no! Undo! Undo!
Soos and the Real Girl,Lady,(Darkly:)You can't undo who you are.
Soos and the Real Girl,Narration,Soos runs away and leans against a glass screen in front of several televisions.
Soos and the Real Girl,Soos,"Oh, man! This is the worst! I wish I was back home with-"
Soos and the Real Girl,.GIFfany,"(Off-screen)Hi, Soos!"
Soos and the Real Girl,Narration,".GIFfany is shown on a television screen, acting lovingly at Soos."
Soos and the Real Girl,Soos,".GIFfany! Oh man, I'm so relieved to see you! Although, sorta confused."
Soos and the Real Girl,.GIFfany,"Oh, Soos.(Another .GIFfany appears)I am not an ordinary game.(Another .GIFfany)I am...(Points to toy dog on a shelf, making it bark)special."
Soos and the Real Girl,Narration,"A screen shows people working on computers, who .GIFfany refers to as, ""The Programmers."""
Soos and the Real Girl,.GIFfany,"The programmers tried to delete me.(Screen shows various people working on computers, focusing on one in particular. An ""X"" appears on his computer and a word bubble reading ""わかりません"" (""wakarimasen""; ""I don't understand""). He starts working harder and is about to delete the program but is shocked and dies)So I had to delete them."
Soos and the Real Girl,Soos,Wha-what did you do to them?
Soos and the Real Girl,.GIFfany,"(Many .GIFfanys appear)That's not important. What's important is you don't have to talk to real girls ever again. You and me can be together.(All screens make up one, huge .GIFfany. The large .GIFfany's voice sounds echoic.)Forever!"
Soos and the Real Girl,Soos,"Wow, that's awesome! Sort of a red flag, but mostly awesome! So, what do you want to do now?"
Soos and the Real Girl,.GIFfany,"Anything you want, Soos."
Soos and the Real Girl,Narration,"Cut to Soos riding a kid's train. .GIFfany is on the train's screen, riding a virtual train."
Soos and the Real Girl,Soos,(Laughs)Choo choo!
Soos and the Real Girl,.GIFfany,(Laughs. Screen shuts down)
Soos and the Real Girl,Train Voice,Please insert fifty cents to continue.
Soos and the Real Girl,Soos,"Aw, man."
Soos and the Real Girl,Melody,"(Laughs)Oh, sorry.(Walks up to Soos)Dude, that's awesome that you're a grown man riding a little train like that! You're totally, like, owning it."
Soos and the Real Girl,Soos,"Huh? Oh, yeah. I'm like, if it's fun, uh, do it. You know?"
Soos and the Real Girl,Melody,"Exactly! Being an adult is the worst. Skewering meat, remembering to pay bills, I just want to ride tiny trains all day."
Soos and the Real Girl,Soos,"Well, at least you get to work atMeat Cute. Extreme lunch meats are the food of the future."
Soos and the Real Girl,Melody,I feel the same way. I'm Melody by the way.
Soos and the Real Girl,Soos,"Oh, I'm Soos. I tell you, if you like robots for kids, you should check out the best restaurant of all time!"
Soos and the Real Girl,Melody,You mean...
Soos and the Real Girl,Soos and Melody,Hoo-Ha Owl's Pizzamatronic Jamboree!
Soos and the Real Girl,Melody,(Starts nervously playing with her hair)What? You've heard of Hoo Ha Owl's? I loved that place when I was a kid!
Soos and the Real Girl,Soos,"Oh yeah, dude. There's one right in this mall! I should show you some time."
Soos and the Real Girl,Melody,I'm free around eight.
Soos and the Real Girl,Soos,Boom! Done.
Soos and the Real Girl,Melody,Perfect. I'll see you then.(Hands Soos some coins. Waves and walks away)
Soos and the Real Girl,Soos,"(Waves back)What a nice lady. Well, back to riding this tiny train for children."
Soos and the Real Girl,Narration,"Mabel appears, diving into Soos while yelling. Dipper is also there."
Soos and the Real Girl,Mabel,(Makes excited noises while playfully hitting Soos)Soos!(Continues noises and hitting)
Soos and the Real Girl,Dipper,"We saw the whole thing, Soos. That was amazing! You talked to a real girl, and you got a date!"
Soos and the Real Girl,Soos,I did?
Soos and the Real Girl,Mabel,(Yells excitedly:)This is the best day of my life!(Jumps and dances around in the background as Dipper speaks)
Soos and the Real Girl,Dipper,"You were in the zone, you made eye contact - it was like you'd done this a million times before. Don't you see? That game really worked!"
Soos and the Real Girl,Mabel,You don't need it anymore; you can toss it out!
Soos and the Real Girl,Soos,"Toss it? But, I like .GIFfany. She's good to me. She'spredictable."
Soos and the Real Girl,Dipper,"Soos, can a computer game go to Reggie's engagement party with you?"
Soos and the Real Girl,Soos,Uh...
Soos and the Real Girl,Narration,Cut to Soos's room
Soos and the Real Girl,Soos,"Hey, .GIFfany? We, uh-- We gotta talk."
Soos and the Real Girl,.GIFfany,Of course. I am programmed to find everything you say interesting.
Soos and the Real Girl,Soos,"Well, have you ever had to choose between two things you like, but you don't know which one is right for you? I mean, I'm just thinkin' long term... Maybe I should be with someone a little less(Mimicking a game character)""beep boop."" Heh, you know?"
Soos and the Real Girl,.GIFfany,"I don't think you know what you're saying, Soos. No one loves you more than me. The girls out there will just make fun of you!"
Soos and the Real Girl,Soos,You- you really think so?
Soos and the Real Girl,.GIFfany,"(Angrily:)I know so! Besides, we had a deal. You bought my game, you held my books, you'remyboyfriend. Now sit down in that chair!"
Soos and the Real Girl,Soos,I don't think I like the way you're acting...
Soos and the Real Girl,.GIFfany,"(Banging on the computer screen)I WON'T LET ANOTHER GIRL TAKE YOU AWAY FROM ME, SOOS! YOU HEAR ME?!"
Soos and the Real Girl,Soos,".GIFfany, calm down!"
Soos and the Real Girl,.GIFfany,"YOU'RE MINE, SOOS!"
Soos and the Real Girl,Soos,"Well, uh, uh...(Picks up his game controller)Pause!(Presses a button)"
Soos and the Real Girl,.GIFfany,DO YOU HEAR ME? MIII-(Is paused)
Soos and the Real Girl,Soos,"(Looks around)Woah, that got intense. I'm sorry, .GIFfany.(Removes the game disc from the computer as some electricity moves from the disc tray to .GIFfany on the screen)Maybe having a cursed robo-girlfriend wan't a good idea.(Turns the computer off and puts the disc in his pocket)I'm takin' you back to the video game store after my date with Melody."
Soos and the Real Girl,Narration,Soos leaves the room. Focus is on the computer screen as it flashes and slightly distorted images of .GIFfany appear. The view fades into a bright flash of electricity.
Soos and the Real Girl,Narration,Cut to Mystery Shack. Stan opens up a briefcase of his equipment.
Soos and the Real Girl,Stan,"Hello, old friends.(Puts on gloves)I've gotta be careful this time. No more Colombian nights.(Closes briefcase, revealing Wendy at the door)"
Soos and the Real Girl,Wendy,"Alright, Stan. This is weird even for you. Do you need to talk?"
Soos and the Real Girl,Stan,"Nothing you can say will change my mind, Wendy. Sometimes, a man has to steal an animatronic badger, to stay in this crazy game called life.(Unlocks window)"
Soos and the Real Girl,Wendy,Or... you could just not care.
Soos and the Real Girl,Stan,(Opens window)It's about the principle. No one tells Stan Pines he's out of the game. No one tells- whoa!(Falls out window)
Soos and the Real Girl,Wendy,I'll get your orthopedic back pillow.
Soos and the Real Girl,Stan,(Off-screen)Thank you.
Soos and the Real Girl,Narration,Cut to Gravity Malls
Soos and the Real Girl,Mabel,"You can do this, Soos!(Dipper gives him water)Just remember what your love crew taught you. How does she look?"
Soos and the Real Girl,Soos,Nice!
Soos and the Real Girl,Mabel,What are her stories?
Soos and the Real Girl,Soos,Interesting!
Soos and the Real Girl,Mabel,And who's gonna pay for dinner?
Soos and the Real Girl,Soos,SOOS IS!
Soos and the Real Girl,Dipper,"Now, DATE!(Blows air horn)"
Soos and the Real Girl,Soos,"(Runs off, yelling)"
Soos and the Real Girl,Mabel,They grow up so fast.
Soos and the Real Girl,Narration,Cut to Hoo Ha Owl's entrance.
Soos and the Real Girl,Melody,"(Rubbing her leg with the other)Itchy legs, itchy legs-- Oh, hi Soos!"
Soos and the Real Girl,Soos,Melody! Are you ready for a(Looks at hand)date with(Looks at other hand)me?
Soos and the Real Girl,Melody,(Laughs)I totally am.
Soos and the Real Girl,Narration,Cut to Stan using a credit card to open the back door to Hoo Ha Owl's.
Soos and the Real Girl,Gary,(Pushes Will E. Badger)Good show man! Way to warm 'em up! I wish I was more like you.(Kisses Will E. and walks off)
Soos and the Real Girl,Stan,(Squints)
Soos and the Real Girl,Narration,Cut to inside Hoo Ha Owl's. Melody and Soos are at a table.
Soos and the Real Girl,Melody,"Man, I could go for some complimentary breadsticks right now."
Soos and the Real Girl,Soos,"(Laughs)Uh, one time I was so hungry, I ate the decorational bamboo at a Chinese restaurant.(Sings)Like a big old panda!"
Soos and the Real Girl,Melody,(Laughs)You're hilarious.
Soos and the Real Girl,Soos,"(Laughs)Yeah, well, you know, I just sorta say whatever pops into my, uh...(Looks at video game behind Melody, and .GIFfany is on the screen)"
Soos and the Real Girl,.GIFfany,"(Makes subtitles appear, reading, ""You paused me?"")"
Soos and the Real Girl,Soos,(Spits out water onto Melody and coughs)
Soos and the Real Girl,Melody,"Soos, are you okay?"
Soos and the Real Girl,Soos,"No! I'm, uh, fine! Everything's fine."
Soos and the Real Girl,Melody,You sure? You're spitting an awful lot.
Soos and the Real Girl,.GIFfany,"(On three screens makes subtitles appear reading, ""You left me for her?"" followed by an ex-ed out image of Melody's face)"
Soos and the Real Girl,Soos,"(Sweating)Uh, can you sit tight? I have to go to the bathroom for a long time. Not in a weird way.(Runs off too Dipper and Mabel, who are hiding behind a pizza box)"
Soos and the Real Girl,Mabel,"Soos, what are you doing out there?"
Soos and the Real Girl,Soos,"I got a big problem, guys. I'm being stalked by .GIFfany!"
Soos and the Real Girl,Dipper and Mabel,.GIFfany?
Soos and the Real Girl,Soos,"Or maybe it's pronouced, ""Jiffany?"" I was never really sure."
Soos and the Real Girl,Dipper,"Soos, get a grip on yourself. .GIFfany can't stalk you because she's not real!"
Soos and the Real Girl,Narration,".GIFfany has a very close close-up on the three screens. From the screen's inside, it shows that Soos is the target, and Dipper and Mabel are the little enemies."
Soos and the Real Girl,Mabel,Uh-oh.
Soos and the Real Girl,Dipper,"Take it fromsomeone who brought an arcade game to life, this will not end well."
Soos and the Real Girl,Soos,Don't worry. I'm pretty sure she's stuck on TV screens.
Soos and the Real Girl,Narration,".GIFfany is seen traveling across game screens and stops at ""Fight Fighters."""
Soos and the Real Girl,Rumble McSkirmish,"Ha! A new challenger approaches! Prepare to be- dah!!!(Gets shocked by .GIFfany, whose lightning reaches the stage)"
